experiment
ns_nonsense_fewshot_v2_results.json,good,good,good,good,good,good,good,good,good,good,good,good,good,poor,poor,poor,good,good,good,good,good,good,good,good,good,good,good,good,good,good
ns_orig_fewshot_v1_results.json,poor,good,poor,good,good,good,good,good,poor,poor,good,good,poor,good,good,poor,good,good,good,good,good,poor,poor,good,poor,poor,good,good,poor,poor
ns_halfsense_sixshot_v2_results.json,poor,good,poor,good,poor,good,poor,good,poor,good,good,poor,poor,good,good,poor,good,good,good,good,poor,poor,poor,good,poor,poor,good,good,poor,poor
ns_nonsense_sixshot_v2_results.json,good,good,good,good,poor,good,good,good,good,good,good,good,good,poor,good,poor,good,poor,good,good,good,good,good,good,good,good,poor,good,good,poor
ns_nonsense_fewshot_v3_results.json,good,good,good,good,good,good,good,good,good,good,good,good,good,poor,poor,good,good,good,good,good,good,good,poor,good,poor,good,good,good,good,good
ns_nonsense_manyshot_v2_results.json,good,good,good,good,poor,good,good,good,good,good,good,good,good,poor,good,poor,good,poor,good,good,good,good,good,good,good,good,good,good,poor,poor
ns_halfsense_sixshot_v3_results.json,poor,good,poor,good,poor,good,poor,good,poor,poor,good,poor,poor,good,poor,poor,good,good,poor,good,good,poor,poor,good,poor,poor,good,good,poor,poor
test_results.json,three,mother,Spanish
ns_halfsense_fewshot_v3_results.json,poor,good,poor,good,good,good,poor,poor,poor,poor,good,good,poor,good,poor,poor,poor,good,poor,poor,poor,poor,poor,good,poor,poor,good,good,poor,poor
ns_halfsense_fewshot_v2_results.json,poor,good,poor,good,good,good,poor,good,poor,poor,good,poor,poor,good,good,poor,good,good,good,good,good,poor,poor,good,poor,poor,good,good,poor,poor
ns_nonsense_sixshot_v3_results.json,good,good,good,good,good,good,good,good,good,good,good,good,good,poor,good,poor,good,good,good,good,good,good,good,good,good,good,good,good,poor,poor
ns_orig_zeroshot_v3_results.json,poor,poor,poor,good,poor,poor,poor,poor,poor,poor,good,poor,poor,good,poor,poor,poor,good,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
ns_orig_fewshot_v3_results.json,poor,good,poor,good,good,good,good,good,poor,poor,good,good,poor,good,good,poor,good,good,good,good,good,poor,poor,good,poor,poor,good,good,good,poor
ns_nonsense_zeroshot_v1_results.json,poor,good,good,good,good,poor,poor,good,poor,poor,poor,poor,poor,poor,poor,poor,good,poor,poor,poor,poor,poor,poor,good,poor,poor,poor,poor,poor,poor
ns_nonsense_fewshot_v1_results.json,good,good,good,good,good,good,good,good,good,good,good,good,good,good,good,poor,good,good,good,good,good,good,good,good,good,good,good,good,good,good
ns_orig_sixshot_v3_results.json,poor,good,poor,good,poor,good,poor,good,poor,poor,good,good,poor,good,good,poor,good,good,poor,good,good,poor,poor,good,poor,poor,good,poor,good,poor
ns_nonsense_zeroshot_v2_results.json,poor,good,good,good,good,poor,good,good,poor,good,good,poor,poor,poor,poor,poor,good,good,poor,good,poor,poor,poor,good,poor,good,poor,good,poor,poor
ns_orig_zeroshot_v1_results.json,poor,poor,poor,good,poor,poor,poor,poor,poor,poor,poor,poor,poor,good,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
ns_orig_manyshot_v2_results.json,poor,good,good,good,poor,good,poor,good,poor,poor,good,good,poor,good,good,poor,good,good,good,good,good,poor,poor,good,poor,poor,good,poor,poor,poor
ns_halfsense_manyshot_v1_results.json,poor,poor,poor,good,poor,good,poor,good,poor,poor,poor,poor,poor,good,poor,poor,good,good,poor,good,poor,poor,poor,good,poor,poor,good,poor,poor,poor
ns_orig_fewshot_v2_results.json,poor,good,poor,good,good,good,good,good,poor,poor,good,good,poor,good,good,poor,good,good,good,good,good,poor,poor,good,good,poor,good,good,poor,poor
